KAL,KE1419,ICN,PUS,18:25,19:30,매일,2023.4.23,2023.10.28
KAL,KE1422,PUS,ICN,16:30,17:35,매일,2023.4.23,2023.10.28
KAL,KE1427,ICN,PUS,19:35,20:40,매일,2023.3.26,2023.10.28
KAL,KE1432,TAE,ICN,7:10,8:15,매일,2023.4.24,2023.10.28
KAL,KE1433,ICN,TAE,19:35,20:35,매일,2023.4.23,2023.10.28
KAL,KE1505,PUS,CJU,7:00,8:00,매일,2023.3.26,2023.10.28
KAL,KE1512,CJU,PUS,8:45,9:45,매일,2023.3.26,2023.10.28
KAL,KE1517,PUS,CJU,10:20,11:20,매일,2023.6.7,2023.10.28
KAL,KE1526,CJU,PUS,12:00,13:00,매일,2023.6.7,2023.10.28
KAL,KE1533,PUS,CJU,14:00,15:00,매일,2023.6.7,2023.10.28
KAL,KE1543,PUS,CJU,16:40,17:40,매일,2023.3.26,2023.10.28
KAL,KE1546,CJU,PUS,17:30,18:35,매일,2023.6.7,2023.10.28
KAL,KE1550,CJU,PUS,18:20,19:20,매일,2023.3.26,2023.10.28
KAL,KE1553,PUS,CJU,19:15,20:15,매일,2023.3.26,2023.10.28
KAL,KE1554,CJU,PUS,19:25,20:25,매일,2023.5.1,2023.10.28
KAL,KE1561,PUS,CJU,21:00,22:00,매일,2023.5.1,2023.10.28
KAL,KE1562,CJU,PUS,21:05,22:05,매일,2023.3.26,2023.10.28
KAL,KE1595,USN,CJU,14:20,15:30,월수금토일,2023.3.26,2023.10.28
KAL,KE1595,USN,CJU,14:25,15:35,화목,2023.3.26,2023.10.28
KAL,KE1596,CJU,USN,12:35,13:45,매일,2023.3.26,2023.10.28
KAL,KE1607,KWJ,CJU,10:40,11:35,매일,2023.8.1,2023.10.28
KAL,KE1608,CJU,KWJ,9:10,10:05,매일,2023.8.1,2023.10.28
KAL,KE1613,KWJ,CJU,14:45,15:40,매일,2023.3.26,2023.10.28
KAL,KE1614,CJU,KWJ,13:00,13:55,매일,2023.8.17,2023.10.28
KAL,KE1619,KWJ,CJU,17:40,18:30,매일,2023.8.1,2023.10.28
KAL,KE1620,CJU,KWJ,16:10,17:05,매일,2023.8.1,2023.10.28
KAL,KE1704,CJU,CJJ,7:00,8:10,매일,2023.5.1,2023.10.28
KAL,KE1707,CJJ,CJU,9:05,10:15,매일,2023.5.1,2023.10.28
KAL,KE1708,CJU,CJJ,9:00,10:05,화목토,2023.3.26,2023.10.28
KAL,KE1709,CJJ,CJU,11:05,12:10,화목토,2023.3.26,2023.10.28
KAL,KE1712,CJU,CJJ,12:15,13:20,매일,2023.8.1,2023.10.28
KAL,KE1717,CJJ,CJU,14:05,15:15,매일,2023.8.1,2023.10.28
KAL,KE1722,CJU,CJJ,15:20,16:30,매일,2023.5.1,2023.10.28
KAL,KE1725,CJJ,CJU,17:35,18:45,매일,2023.5.1,2023.10.28
KAL,KE1803,GMP,PUS,7:00,8:05,매일,2023.6.1,2023.10.28
KAL,KE1806,PUS,GMP,8:45,9:45,매일,2023.6.1,2023.10.28
KAL,KE1807,GMP,PUS,8:05,9:10,매일,2023.3.26,2023.10.28
KAL,KE1809,GMP,PUS,9:00,10:05,매일,2023.3.26,2023.10.28
KAL,KE1810,PUS,GMP,10:45,11:45,매일,2023.3.26,2023.10.28
KAL,KE1811,GMP,PUS,10:25,11:30,매일,2023.7.1,2023.10.28
KAL,KE1814,PUS,GMP,12:10,13:15,매일,2023.6.1,2023.10.28
KAL,KE1814,PUS,GMP,12:10,13:10,매일,2023.3.26,2023.10.28
KAL,KE1815,GMP,PUS,12:20,13:25,매일,2023.9.27,2023.10.28
KAL,KE1818,PUS,GMP,14:00,15:05,매일,2023.5.1,2023.10.28
KAL,KE1818,PUS,GMP,14:00,15:00,매일,2023.3.26,2023.10.28
KAL,KE1819,GMP,PUS,14:00,15:05,매일,2023.6.1,2023.10.28
KAL,KE1822,PUS,GMP,15:40,16:40,매일,2023.6.1,2023.10.28
KAL,KE1823,GMP,PUS,16:00,17:05,매일,2023.5.1,2023.10.28
KAL,KE1826,PUS,GMP,17:45,18:45,매일,2023.3.26,2023.10.28
KAL,KE1827,GMP,PUS,17:20,18:25,매일,2023.6.1,2023.10.28
KAL,KE1830,PUS,GMP,19:00,20:05,매일,2023.6.1,2023.10.28
KAL,KE1830,PUS,GMP,19:00,20:00,매일,2023.3.26,2023.10.28
KAL,KE1831,GMP,PUS,19:25,20:35,매일,2023.3.26,2023.10.28
KAL,KE1832,PUS,GMP,20:00,21:05,매일,2023.3.26,2023.10.28
KAL,KE1832,PUS,GMP,20:00,21:00,매일,2023.3.26,2023.10.28
KAL,KE1834,PUS,GMP,21:10,22:15,매일,2023.3.26,2023.10.28
KAL,KE1834,PUS,GMP,21:10,22:10,매일,2023.3.26,2023.10.28
KAL,KE1843,GMP,USN,7:20,8:25,매일,2023.3.26,2023.10.28
KAL,KE1843,GMP,USN,7:25,8:25,매일,2023.3.26,2023.10.28
KAL,KE1844,USN,GMP,9:05,10:05,매일,2023.3.26,2023.10.28
KAL,KE1847,GMP,USN,18:15,19:15,매일,2023.7.1,2023.10.28
KAL,KE1848,USN,GMP,19:40,20:40,매일,2023.3.26,2023.10.28
KAL,KE1848,USN,GMP,19:55,21:00,매일,2023.7.1,2023.10.28